8.588694,0.2753,10.4205
6.875494,0.084501,13.53875
6.814695,1.160901,13.4398
5.648195,1.855301,12.2684
6.328695,1.855301,12.2684
3.922794,0.697501,12.3656
3.032734,0.124262,13.18964
2.391794,0.763602,12.5115
1.396419,0.094877,12.9423
0.034594,-0.019998,13.0221
13.108794,0.922099,12.6088
10.022494,0.6614,8.0864
10.022495,3.9257,7.6244
10.022495,1.6023,7.3327
11.213295,1.876799,6.9193
10.435594,0.93,8.5727
10.435594,0.5545,8.9374
10.095394,-0.02,9.1805
9.625594,0.4838,10.2737
8.442895,2.8098,10.8339
10.046797,10.3399,10.9992
10.435595,1.1582,7.8919
10.435595,3.3883,6.7491
10.727295,2.8761,4.1962
8.564394,-0.0084,9.7154
9.463596,6.839,9.0298
9.704361,1.427167,10.751567
9.730896,7.6637,10.0996
9.730895,2.801,9.0876
7.470895,2.801,9.0876
7.470895,1.2438,9.4966
7.057694,0.849101,9.837
7.057694,-0.067899,10.3962
7.057695,1.332201,11.9523
4.919194,0.586301,11.0041
4.967794,0.099651,11.63625
5.842694,-0.038999,11.539
0.253295,1.855302,12.2684
8.607244,0.69925,13.2031
9.924361,1.041533,13.151133
10.596228,1.124733,13.348333
10.838194,0.45665,12.56975
7.922195,1.1317,12.6147
9.105861,1.104533,11.750233
8.29322,1.093875,11.56225
6.665994,0.072751,12.35355
8.421961,0.167467,12.8571
10.302145,1.7587,11.85925
10.750144,0.0187,10.85155
10.675694,0.7821,10.1695
10.405895,2.3828,9.701
9.773699,18.0948,10.9099
10.116394,-0.0957,7.5983
10.553796,7.1514,7.466
10.553795,1.1585,4.2243
7.394595,1.8236,11.9504
5.637944,0.827151,13.07585
4.332595,1.627701,13.1905
9.909844,0.3564,13.5187
10.553794,-0.02,8.6681
9.484495,2.3735,10.443
8.682594,0.1056,9.2759
10.067797,12.476,11.074
10.067796,6.594,11.5603
10.480896,5.2635,6.9175
5.766395,1.808701,8.9112
8.172296,8.2221,9.0316
8.172294,0.3268,7.9143
9.0957,22.1754,12.8668
9.800494,0.2371,7.039
9.800494,0.0765,9.592
10.845395,2.2542,12.5826
10.578095,1.1582,6.9661
10.420145,2.519,11.8399
8.512499,19.6304,11.9493
9.350846,8.7095,10.5148
8.561094,-0.1444,8.1088
6.932895,4.864001,9.8826
6.616995,1.176401,11.3426
9.168596,7.8493,11.2685
5.128698,14.665201,12.6438
2.030894,0.119102,12.67985
5.644894,-0.007299,12.5583
4.259694,0.636801,13.4712
10.431428,0.050833,12.426967
10.262195,1.8222,12.9716
11.015497,8.8241,13.0615
10.578094,0.6615,7.0877
10.213594,-0.0706,5.9935
10.529495,4.2681,12.2447
10.505196,5.8988,5.5122
10.237894,-0.163,4.4618
9.533095,2.5826,4.9237
9.079528,0.2932,11.133
9.557395,3.2001,10.4673
4.940096,5.712801,10.9281
3.895196,5.384501,12.768
3.336194,0.079701,3.9268
9.533094,0.089,3.1002
2.971694,-0.113698,1.9574
1.635095,1.377502,1.0578
7.710494,0.2141,0.839
13.324194,0.467099,1.9817
-0.673505,1.479103,2.857
-0.187505,1.158502,4.2243
-0.843606,-0.011097,4.8994
-1.062306,0.262503,5.7018
-0.624906,0.076503,9.592
-0.584406,0.199469,12.987833
0.687398,14.818402,10.8795
-0.916506,0.688003,7.5739
-1.791406,0.696903,11.7073
0.274194,0.107202,12.3881
-1.548406,0.599303,12.145
-0.454805,1.481402,12.3395
-0.503406,0.392202,11.8532
-2.593306,0.192203,12.8014
-1.888605,1.263803,13.2391
-1.354006,0.192203,12.8014
1.319195,2.225902,13.3505
6.346094,0.901951,13.0249
2.478694,0.261802,12.9369
1.687194,-0.054298,13.576
7.227994,0.0708,12.2005
10.143094,0.31085,11.1779
9.271161,0.131267,12.045667
8.935995,4.343,8.7989
9.435894,0.7894,11.2836
10.657995,3.9727,9.4913
10.882744,0.13135,9.42985
10.769095,1.2419,10.2137
11.754994,0.832499,10.4638
10.824594,1.0311,11.4781
10.991194,0.9558,12.4228
11.271394,0.094899,11.5088
12.190694,0.811299,9.1739
10.690898,15.0732,12.812
10.996395,2.5827,5.8672
10.607595,1.2224,4.6863
10.968594,0.7433,4.4362
10.760294,0.3111,4.3112
11.414794,0.484399,0.2714
10.965995,2.1041,2.419
10.702194,0.43,2.947
10.889695,3.5023,3.2109
11.077094,0.838999,3.5722
11.049395,1.088999,5.4756
10.896596,7.7535,12.5923
10.827194,0.2051,7.3374
7.769398,16.3969,11.4947
11.160496,4.917899,11.4391
8.994094,-0.0105,10.6386
5.355895,1.114701,13.598
3.581295,1.715001,12.5781
5.406395,1.195901,12.3003
10.215095,2.2192,11.4451
10.383194,0.5877,12.8929
10.929294,0.7881,13.5966
9.651694,-0.0674,13.7434
9.000994,1.0099,12.8106
9.548594,0.6978,12.8265
9.265994,-0.1207,12.97075
4.651895,1.355801,13.7483
1.998695,4.871102,13.1511
1.998694,0.500302,13.5139
0.034594,0.916202,13.3139
3.773695,1.313801,13.0932
4.478395,1.133201,13.0203
10.262194,0.6713,13.4313
0.253295,1.715402,13.4089
3.895197,12.372401,12.6358
10.593694,0.3198,4.7974
5.721095,2.807501,12.5712
-0.503405,3.184002,13.128
2.393294,-0.019998,13.782
3.012194,0.907302,14.2527
8.260094,0.1293,11.3357
7.399095,1.7897,11.3989
9.019194,-0.1767,6.7734
8.133295,2.4543,12.059
8.956894,-0.4292,13.2496
5.289094,-0.152399,13.6928
6.699494,0.616501,13.4981
5.646794,-0.341699,13.3554
6.045694,-0.123299,13.41
3.644694,0.313301,10.5488
7.277394,0.4357,10.805
