0.424,-0.000,2.550
10.785,-0.000,2.550
10.785,-0.000,14.002
0.424,-0.000,14.002
0.224434,0.224262,13.41856
0.693394,0.402602,13.4342
1.768319,0.781377,13.039125
1.378061,0.072102,12.2162
2.484794,0.035402,12.3168
1.513278,0.842419,13.415117
3.021128,0.732235,13.368433
2.665295,1.332602,12.5669
2.170944,-0.021448,13.19395
4.692694,0.552201,13.6228
3.957378,0.397785,13.022433
3.117244,-0.025098,12.5135
3.608894,0.240051,12.281125
4.081695,1.447901,11.4693
2.665294,0.119402,11.247
2.970794,0.118402,11.7471
4.831594,0.622801,9.538
5.067697,9.605701,9.3533
4.442794,-0.038999,11.5387
4.283494,0.494551,11.84795
4.983454,0.302761,12.5422
4.221044,0.164701,12.15965
5.900894,0.881301,10.9135
6.136894,0.092401,10.5245
4.513528,0.090268,13.454633
6.428494,0.052501,13.7437
7.264544,0.199375,13.07615
4.303895,1.076601,11.0802
3.415195,1.076601,11.0802
5.595395,3.594601,11.3969
6.152561,0.551267,11.532467
7.770361,0.6813,13.2553
8.192095,1.5567,11.2053
8.775395,2.0432,10.9969
10.399954,0.05982,12.98516
10.400094,-3.396e-7,13.5672
10.455694,0.843,11.9139
10.788896,5.6137,8.5981
10.552897,11.1138,10.1554
9.390695,1.8255,10.2017
9.718744,0.34605,10.919
9.876695,2.5571,11.2229
7.591261,0.1038,11.5627
8.591944,0.6745,12.24335
9.114894,0.392557,13.412486
8.248494,1.0211,12.0982
10.702996,6.4824,10.5615
8.491496,6.4824,10.5615
7.835395,3.2752,9.5209
6.037095,2.072401,7.9162
8.467195,2.0724,7.9162
1.853396,8.639902,9.9051
9.828097,10.9032,12.6525
9.828096,7.1514,7.4678
9.828095,1.9888,13.582
9.828094,0.6914,4.0546
10.095394,0.2909,3.5154
9.171995,2.0116,4.342
6.790395,3.594801,4.6338
11.942294,-0.055301,7.8189
9.791645,3.9968,5.4605
10.860945,1.7967,3.7342
10.046795,1.1789,3.102
7.932595,1.1789,3.102
10.386995,2.0116,4.342
10.484294,0.8304,2.6887
10.484294,0.6482,5.2903
10.484294,0.2625,5.7036
10.484295,1.3282,8.9617
10.175394,0.390733,10.436233
9.706595,1.5561,8.2566
7.203494,-0.02,7.4299
10.338395,2.4832,8.4268
10.338394,-0.0818,6.7734
7.835395,3.255,7.9405
6.450196,6.050701,9.7349
9.214695,1.24335,13.4611
5.282378,0.423034,13.2647
0.520594,0.052802,11.6849
0.520594,0.554502,8.9374
3.801295,1.549101,9.7397
1.905794,-0.048998,10.226
1.3469,20.679802,12.8684
4.603294,0.078001,8.8554
3.315295,3.925702,7.6244
1.030895,3.887202,12.8723
2.756395,1.678902,5.1444
4.870595,2.474801,13.0577
4.870594,-0.070999,3.4911
2.318895,2.425702,3.1264
7.179194,-0.02,9.1805
6.304394,0.751901,5.8495
4.724795,1.158501,4.2261
7.252095,1.1677,2.3483
4.238695,1.123601,6.0683
2.416094,0.930002,8.5727
4.287395,4.121801,10.8776
6.328697,9.234001,11.9474
8.151295,1.5125,6.044
7.786796,4.8968,4.6581
6.304395,1.178901,3.102
0.957995,3.287802,12.3726
0.301894,-0.019998,2.5671
4.001399,17.653001,11.6557
1.103794,0.188102,10.3233
5.866994,0.113201,9.8613
4.627595,2.035701,10.4692
1.371194,0.077402,11.3931
0.447694,0.888802,12.6939
5.113595,1.388301,12.8519
6.814695,1.388301,12.8519
6.359944,0.046651,12.95115
5.736228,0.208801,12.089433
6.764444,0.038301,11.2341
7.883995,2.7293,10.0801
8.175594,0.283,9.6668
9.147694,0.283,9.6668
10.216894,0.283,9.6668
10.654394,-0.02,9.9586
10.654394,0.7188,11.1013
10.591844,0.142625,11.504875
9.717761,0.096983,12.4766
8.920294,0.02878,12.56158
7.779134,0.14398,12.19398
7.923394,0.132867,13.403733
5.721096,6.691901,12.9825
8.855995,1.9144,9.3264
9.366395,2.6472,7.6001
11.383395,2.647199,7.6001
10.046074,0.21856,11.91378
10.241195,2.9979,11.3019
